Date,time,GU_400270,GU_400271,GU_400272,GU_400324,GU_400325,GU_400480,GU_400500,GU_400530,GU_400540,GU_400762,GU_400850,GU_400930,GU_500040,GU_500130,GU_500131,GU_500140,GU_500822,GU_500823
1/10/2018,0:00:00,0,0,0,247,245,347,415,390,411,0,435,442,407.05,0,237,93,175,175
1/10/2018,0:30:00,0,0,0,247,245,347,415,391.75,411,0,435,442,407,0,237,93,175,175
1/10/2018,1:00:00,0,0,0,247,245,347,415,393,411.067,0,435,442,407,0,237,93,175,175
1/10/2018,1:30:00,0,0,0,247,245,349.95,415,393,415,0,435,442,407,0,237,93,175,175
1/10/2018,2:00:00,0,0,0,247,245,350,415,393,415,0,435,442,407,0,237,93,175,175
1/10/2018,2:30:00,0,0,0,247,245,350,415,393,415,0,435,445.383,407,0,237,93,175,175
1/10/2018,3:00:00,0,0,0,247,245,350,415,393,415,0,435.45,449,407,0,237,93,175,175
1/10/2018,3:30:00,0,0,0,247,245,350,415,393,415,0,438,449,407,0,237,93,175,175
1/10/2018,4:00:00,0,0,0,247,245,350,415,393,415,0,438,449,407,0,237,93,175,175
1/10/2018,4:30:00,0,0,0,247,245,350,415,393,415,0,438,449,407,0,237,93,175,175
1/10/2018,5:00:00,0,0,0,247,245,350,415,392.267,415,0,438,449,407,0,237,93,175,175
1/10/2018,5:30:00,0,0,0,247,245,350,415,389,415,0,438,449,407,0,237,93,175,175
1/10/2018,6:00:00,0,0,0,247,245,350,415,387.167,415,0,438,449,407,0,237,93,175,175
1/10/2018,6:30:00,0,0,0,247,245,350,415,387,415,0,438,449,407,0,237,93,175,175
1/10/2018,7:00:00,0,0,0,247,245,350,415,387,415,0,438,449,407,0,237,93,175,175
1/10/2018,7:30:00,0,0,0,247,245,350,415,387,415,0,438,449,407,0,237,93,175,175
1/10/2018,8:00:00,0,0,0,247,245,350,415,387,415,0,438,449,407,0,237,93,175,175
1/10/2018,8:30:00,0,0,0,247,245,350,415,387,415,0,438,449,407,0,237,93,175,175
1/10/2018,9:00:00,0,0,0,247,245,350,415,387,415,0,438,449,407,0,237,93,175,175
1/10/2018,9:30:00,0,0,0,247,245,350,415,387,415,0,438,449,407,0,237,93,175,175
1/10/2018,10:00:00,0,0,0,247,245,350,415,387,415,0,438,449,407,0,237,93,175,175
1/10/2018,10:30:00,0,0,0,247,245,347.35,415,387,409.7,0,436.9,446.65,407,0,237,93,175,175
1/10/2018,11:00:00,0,0,0,247,245,347,415,387,409,0,434.367,446,407,0,237,93,175,175
1/10/2018,11:30:00,0,0,0,247,245,344.667,415,387,405.5,0,434,445.267,407,0,237,93,175,175
1/10/2018,12:00:00,0,0,0,247,245,343,415,387,403,0,434,442,407,0,237,93,175,175
1/10/2018,12:30:00,0,0,0,247,245,343,415,387,402.433,0,434,442,407,0,237,93,175,175
1/10/2018,13:00:00,0,0,0,247,245,343,415,387,401,0,434,442,407,0,237,93,175,175
1/10/2018,13:30:00,0,0,0,247,245,343,415,387,401,0,432.2,440.65,407,0,237,93,175,175
1/10/2018,14:00:00,0,0,0,247,245,343,415,386.65,401,0,430,439,407,0,237,93,175,175
1/10/2018,14:30:00,0,0,0,247,245,343,415,384,401,0,430,439,407,0,237,93,175,175
1/10/2018,15:00:00,0,0,0,247,245,343,415,384,401,0,430,439,407,0,237,93,175,175
1/10/2018,15:30:00,0,0,0,247,245,338.9,415,384,397.583,0,430,439,407,0,237,93,175,175
1/10/2018,16:00:00,0,0,0,247,245,337,415,384,396,0,430,439,407,0,237,93,175,175
1/10/2018,16:30:00,0,0,0,247,245,337,415,384,396,0,430,439,407,0,237,93,175,175
1/10/2018,17:00:00,0,0,0,247,245,337,415,384,396,0,430,437.2,407,0,237,93,175,175
1/10/2018,17:30:00,0,0,0,247,245,334.133,415,384,396,0,430,435,407,0,237,93,175,175
1/10/2018,18:00:00,0,0,0,247,245,333,415,384,396,0,430,435,407,0,237,93,175,175
1/10/2018,18:30:00,0,0,0,247,245,333,415,384,396,0,430,435,407,0,237,93,175,175
1/10/2018,19:00:00,0,0,0,247,245,333,415,384,396,0,430,435,407,0,237,93,175,175
1/10/2018,19:30:00,0,0,0,247,245,333,415,384,396,0,430,435,407,0,237,93,175,175
1/10/2018,20:00:00,0,0,0,247,245,333,415,384,396,0,430,435,407,0,237,93,175,175
1/10/2018,20:30:00,0,0,0,247,245,333.083,415,384,396.1,0,430,435,407,0,237,93,175,175
1/10/2018,21:00:00,0,0,0,247,245,334,415,384,398,0,430,435,407,0,237,93,175,175
1/10/2018,21:30:00,0,0,0,247,245,334,415,384,398,0,430,435,407,0,237,93,175,175
1/10/2018,22:00:00,0,0,0,247,245,334,415,384,398,0,430,435,407,0,237,93,175,175
1/10/2018,22:30:00,0,0,0,247,245,334,415,382.9,398,0,430,435,407,0,237,93,175,175
1/10/2018,23:00:00,0,0,0,247,245,334,415,382,398,0,430,435,407,0,237,93,175,175
1/10/2018,23:30:00,0,0,0,247,245,334,415,382,398,0,430,435,407,0,237,93,175,175
2/10/2018,0:00:00,0,0,0,247,245,334,415,382,398,0,430,435,401.917,0,234.967,93,175,175
2/10/2018,0:30:00,0,0,0,247,245,334,415,382,398,0,430,435,402,0,235,93,175,175
2/10/2018,1:00:00,0,0,0,247,245,331.5,415,382,396.333,0,430,435,402,0,235,93,175,175
2/10/2018,1:30:00,0,0,0,247,245,328,415,382,394,0,430,435,402,0,235,93,175,175
2/10/2018,2:00:00,0,0,0,247,245,328,415,382,394,0,430,435,402,0,235,93,175,175
2/10/2018,2:30:00,0,0,0,247,245,328,415,382,394,0,430,435,402,0,235,93,175,175
2/10/2018,3:00:00,0,0,0,247,245,328,415,382,394,0,430,435,402,0,235,93,175,175
2/10/2018,3:30:00,0,0,0,247,245,328,415,382,394,0,430,435,402,0,235,93,175,175
2/10/2018,4:00:00,0,0,0,247,245,328,415,382,394,0,430,435,402,0,235,93,175,175
2/10/2018,4:30:00,0,0,0,247,245,328,415,382,394,0,430,435,402,0,235,93,175,175
2/10/2018,5:00:00,0,0,0,247,245,328,415,382,394,0,430,435,402,0,235,93,175,175
2/10/2018,5:30:00,0,0,0,247,245,328,415,382,394,0,430,435,402,0,235,93,175,175
2/10/2018,6:00:00,0,0,0,247,245,328,415,382,394,0,430,435,402,0,235,93,175,175
2/10/2018,6:30:00,0,0,0,247,245,328,415,382,394,0,430,435,402,0,235,93,175,175
2/10/2018,7:00:00,0,0,0,247,245,328,415,382,394,0,430,435,402,0,235,93,175,175
2/10/2018,7:30:00,0,0,0,247,245,328,415,382,394,0,430,434.917,402,0,235,93,175,175
2/10/2018,8:00:00,0,0,0,247,245,328,415,382,394,0,430,430,402,0,235,93,175,175
2/10/2018,8:30:00,0,0,0,247,245,328,415,382,394,0,430,430,402,0,235,93,175,175
2/10/2018,9:00:00,0,0,0,247,245,328,415,382,394,0,430,430,402,0,235,93,175,175
2/10/2018,9:30:00,0,0,0,247,245,328,415,383.567,394,0,430,430,402,0,235,93,175,175
2/10/2018,10:00:00,0,0,0,247,245,328,415,384,394,0,430,430,402,0,235,93,175,175
2/10/2018,10:30:00,0,0,0,247,245,328,415,384,394,0,430,430,402,0,235,93,175,175
2/10/2018,11:00:00,0,0,0,247,245,328,415,384,394,0,430,430,402,0,235,93,175,175
2/10/2018,11:30:00,0,0,0,247,245,328,415,384,394,0,430,430,402,0,235,93,175,175
2/10/2018,12:00:00,0,0,0,247,245,328,415,384,394,0,430,430,402,0,235,93,175,175
2/10/2018,12:30:00,0,0,0,247,245,328,415,384,394,0,430,430,402,0,235,93,175,175
2/10/2018,13:00:00,0,0,0,247,245,328,415,384,394,0,430,430,402,0,235,93,175,175
2/10/2018,13:30:00,0,0,0,247,245,328,415,384,394,0,430,428.467,402,0,235,93,175,175
2/10/2018,14:00:00,0,0,0,247,245,328,415,384,394,0,421.5,426,402,0,235,93,175,175
2/10/2018,14:30:00,0,0,0,247,245,328,415,384,394,0,420,426,402,0,235,93,175,175
2/10/2018,15:00:00,0,0,0,247,245,328,415,384,394,0,420,426,402,0,235,93,175,175
2/10/2018,15:30:00,0,0,0,247,245,328,415,384,394,0,420,426,402,0,235,93,175,175
2/10/2018,16:00:00,0,0,0,247,245,328,415,384,394,0,420,426,402,0,235,93,175,175
2/10/2018,16:30:00,0,0,0,247,245,328,415,384,394,0,420,426,402,0,235,93,175,175
2/10/2018,17:00:00,0,0,0,247,245,328,415,384,394,0,420,426,402,0,235,93,175,175
2/10/2018,17:30:00,0,0,0,247,245,328,415,384,394,0,422.417,426,402,0,235,93,175,175
2/10/2018,18:00:00,0,0,0,247,245,328,415,384,394,0,425,426,402,0,235,93,175,175
2/10/2018,18:30:00,0,0,0,247,245,328,415,384,394,0,425,427.35,402,0,235,93,175,175
2/10/2018,19:00:00,0,0,0,247,245,328.767,415,384,394,0,425,429,402,0,235,93,175,175
2/10/2018,19:30:00,0,0,0,247,245,330,415,384,394,0,425,429,402,0,235,93,175,175
2/10/2018,20:00:00,0,0,0,247,245,331.033,415,384,395.033,0,425,429,402,0,235,93,175,175
2/10/2018,20:30:00,0,0,0,247,245,332,415,385.433,396,0,425,429,402,0,235,93,175,175
2/10/2018,21:00:00,0,0,0,247,245,332.617,415,386,396.617,0,425.75,429,402,0,235,93,175,175
2/10/2018,21:30:00,0,0,0,247,245,333,415,386,397,0,428,435.417,402,0,235,93,175,175
2/10/2018,22:00:00,0,0,0,247,245,333,415,386,397,0,428,436,402,0,235,93,175,175
2/10/2018,22:30:00,0,0,0,247,245,333,415,386,397,0,428,436,402,0,235,93,175,175
2/10/2018,23:00:00,0,0,0,247,245,333,415,386,397,0,428,436,402,0,235,93,175,175
2/10/2018,23:30:00,0,0,0,247,245,333,415,386,397,0,428,436,402,0,235,93,175,175
3/10/2018,0:00:00,0,0,0,247,245,333,415,386,397,0,428,436,405.05,0,235,91.983,175,175
3/10/2018,0:30:00,0,0,0,247,245,333,415,386,397,0,428,436,405,0,235,92,175,175
3/10/2018,1:00:00,0,0,0,247,245,333,415,386,397,0,428,436,405,0,235,92,175,175
3/10/2018,1:30:00,0,0,0,247,245,333,415,386,397,0,428,436,405,0,235,92,175,175
3/10/2018,2:00:00,0,0,0,247,245,333,415,386,397,0,428,436,405,0,235,92,175,175
3/10/2018,2:30:00,0,0,0,247,245,333,415,386,397,0,428,436,405,0,235,92,175,175
3/10/2018,3:00:00,0,0,0,247,245,333,415,386,397,0,428,436,405,0,235,92,175,175
3/10/2018,3:30:00,0,0,0,247,245,333,415,386,397,0,428,436,405,0,235,92,175,175
3/10/2018,4:00:00,0,0,0,247,245,333,415,386,397,0,428,436,405,0,235,92,175,175
3/10/2018,4:30:00,0,0,0,247,245,333,415,386,397,0,428,436,405,0,235,92,175,175
3/10/2018,5:00:00,0,0,0,247,245,333,415,386,397,0,428,436,405,0,235,92,175,175
3/10/2018,5:30:00,0,0,0,247,245,335.25,415,386,400,0,428,436,405,0,235,92,175,175
3/10/2018,6:00:00,0,0,0,247,245,336,415,386,401,0,428,436,405,0,235,92,175,175
3/10/2018,6:30:00,0,0,0,247,245,336,415,386,401,0,428,436,405,0,235,92,175,175
3/10/2018,7:00:00,0,0,0,247,245,336,415,386,401,0,428,436,405,0,235,92,175,175
3/10/2018,7:30:00,0,0,0,247,245,336,415,386,401,0,428,436,405,0,235,92,175,175
3/10/2018,8:00:00,0,0,0,247,245,336,415,386,401,0,428,436,405,0,235,92,175,175
3/10/2018,8:30:00,0,0,0,247,245,336,415,386,401,0,428,436,405,0,235,92,175,175
3/10/2018,9:00:00,0,0,0,247,245,336,415,386,401,0,428,436,405,0,235,92,175,175
3/10/2018,9:30:00,0,0,0,247,245,336,415,383.133,401,0,428,436,405,0,235,92,175,175
3/10/2018,10:00:00,0,0,0,247,245,336,415,382,401,0,428,439.8,405,0,235,92,175,175
3/10/2018,10:30:00,0,0,0,247,245,336,415,382,401,0,428,440,405,0,235,92,175,175
3/10/2018,11:00:00,0,0,0,247,245,336,415,381.7,401,0,428,440,405,0,235,92,175,175
3/10/2018,11:30:00,0,0,0,247,245,336,415,380,401,0,428,440,405,0,235,92,175,175
3/10/2018,12:00:00,0,0,0,247,245,333.75,415,380,397.25,0,428,440,405,0,235,92,175,175
3/10/2018,12:30:00,0,0,0,247,245,333,415,378.767,396,0,428,434.7,405,0,235,92,175,175
3/10/2018,13:00:00,0,0,0,247,245,333,415,378,396,0,428,434,405,0,235,92,175,175
3/10/2018,13:30:00,0,0,0,247,245,331.483,415,378,395.45,0,428,434,405,0,235,92,175,175
3/10/2018,14:00:00,0,0,0,247,245,326,415,378,393,0,428,434,405,0,235,92,175,175
3/10/2018,14:30:00,0,0,0,247,245,326,415,378,393,0,428,434,405,0,235,92,175,175
3/10/2018,15:00:00,0,0,0,247,245,326,415,378,393,0,428,434,405,0,235,92,175,175
3/10/2018,15:30:00,0,0,0,247,245,326,415,378,393,0,428,434,405,0,235,92,175,175
3/10/2018,16:00:00,0,0,0,247,245,326,415,378,393,0,428,434,405,0,235,92,175,175
3/10/2018,16:30:00,0,0,0,247,245,326,415,378,393,0,428,434,405,0,235,92,175,175
3/10/2018,17:00:00,0,0,0,247,245,323.35,415,378,391.85,0,428,434,405,0,235,92,175,175
3/10/2018,17:30:00,0,0,0,247,245,323,415,378,390,0,428,434,405,0,235,92,175,175
3/10/2018,18:00:00,0,0,0,247,245,323,415,378,390,0,428,434,405,0,235,92,175,175
3/10/2018,18:30:00,0,0,0,247,245,323,415,378,390,0,428,434,405,0,235,92,175,175
3/10/2018,19:00:00,0,0,0,247,245,323,415,378,390,0,428,434,405,0,235,92,175,175
3/10/2018,19:30:00,0,0,0,247,245,323,415,381.9,390,0,428,434,405,0,235,92,175,175
3/10/2018,20:00:00,0,0,0,247,245,323,415,384,390,0,428,435.433,405,0,235,92,175,175
3/10/2018,20:30:00,0,0,0,247,245,323,415,384,390,0,428,436,405,0,235,92,175,175
3/10/2018,21:00:00,0,0,0,247,245,323,415,384,390.95,0,428,436,405,0,235,92,175,175
3/10/2018,21:30:00,0,0,0,247,245,323,415,384,393,0,428,436,405,0,235,92,175,175
3/10/2018,22:00:00,0,0,0,247,245,323,415,384,393,0,428,436,405,0,235,92,175,175
3/10/2018,22:30:00,0,0,0,247,245,323,415,384,393,0,428,436,405,0,235,92,175,175
3/10/2018,23:00:00,0,0,0,247,245,323,415,384,393,0,428,436,405,0,235,92,175,175
3/10/2018,23:30:00,0,0,0,247,245,323,415,384,393,0,428,436,405,0,235,92,175,175
4/10/2018,0:00:00,0,0,0,247,245,323,415,384,393,0,428,436,400.933,0,230.933,90.983,175,-2.917
4/10/2018,0:30:00,0,0,0,247,245,323,415,384,393,0,428,436,401,0,231,91,175,0
4/10/2018,1:00:00,0,0,0,247,245,323,415,384,393,0,428,436,401,0,231,91,175,0
4/10/2018,1:30:00,0,0,0,247,245,323,415,384,393,0,428,436,401,0,231,91,175,0
4/10/2018,2:00:00,0,0,0,247,245,323,415,384,393,0,431.133,436,401,0,231,91,175,0
4/10/2018,2:30:00,0,0,0,247,245,323,415,384,393,0,432,436,401,0,231,91,175,0
4/10/2018,3:00:00,0,0,0,247,245,323,415,384,393,0,432,436,401,0,231,91,175,0
4/10/2018,3:30:00,0,0,0,247,245,323,415,384,393,0,432,436,401,0,231,91,175,0
4/10/2018,4:00:00,0,0,0,247,245,323,415,384,393,0,432,436,401,0,231,91,175,0
4/10/2018,4:30:00,0,0,0,247,245,323,415,384,393,0,432,436,401,0,231,91,175,0
4/10/2018,5:00:00,0,0,0,247,245,323,415,384,393,0,432,436,401,0,231,91,175,0
4/10/2018,5:30:00,0,0,0,247,245,323,415,384,393,0,432,436,401,0,231,91,175,0
4/10/2018,6:00:00,0,0,0,247,245,323,415,384,393,0,430.7,436,401,0,231,91,175,0
4/10/2018,6:30:00,0,0,0,247,245,323,415,384,393,0,430,436,401,0,231,91,175,0
4/10/2018,7:00:00,0,0,0,247,245,323,415,384,393,0,430,436,401,0,231,91,175,0
4/10/2018,7:30:00,0,0,0,247,245,323,415,384,393,0,430,436,401,0,231,91,175,0
4/10/2018,8:00:00,0,0,0,247,245,323,415,382.733,393,0,430,436,401,0,231,91,175,0
4/10/2018,8:30:00,0,0,0,247,245,323.767,415,380,393,0,430,436,401,0,231,91,175,0
4/10/2018,9:00:00,0,0,0,247,245,325,415,380,393,0,430,431.75,401,0,231,91,175,0
4/10/2018,9:30:00,0,0,0,247,245,325,415,379.5,393,0,430,431,401,0,231,91,175,0
4/10/2018,10:00:00,0,0,0,247,245,325,415,378,393,0,430,431,401,0,231,91,175,0
4/10/2018,10:30:00,0,0,0,247,245,325,415,378,393,0,430,431,401,0,231,91,175,0
4/10/2018,11:00:00,0,0,0,247,245,325,415,377.25,393,0,430,431,401,0,231,91,175,0
4/10/2018,11:30:00,0,0,0,247,245,325,415,375,393,0,430,431,401,0,231,91,175,0
4/10/2018,12:00:00,0,0,0,247,245,323.067,415,375,391.067,0,430,431,401,0,231,91,175,0
4/10/2018,12:30:00,0,0,0,247,245,321,415,375,389,0,430,431,401,0,231,91,175,0
4/10/2018,13:00:00,0,0,0,247,245,321,415,375,389,0,430,431,401,0,231,91,175,0
4/10/2018,13:30:00,0,0,0,247,245,321,415,375,389,0,430,431,401,0,231,91,175,0
4/10/2018,14:00:00,0,0,0,247,245,321,415,375,389,0,430,430.133,401,0,231,91,175,0
4/10/2018,14:30:00,0,0,0,247,245,321,415,375,389,0,430,427,401,0,231,91,175,0
4/10/2018,15:00:00,0,0,0,247,245,321,415,375,389,0,430,427,401,0,231,91,175,0
4/10/2018,15:30:00,0,0,0,247,245,321,413.917,375,389,0,430,427,401,0,231,91,175,0
4/10/2018,16:00:00,0,0,0,247,245,321,410,375,389,0,430,427,401,0,231,91,175,0
4/10/2018,16:30:00,0,0,0,247,245,321,410,375,389,0,430,427,401,0,231,91,175,0
4/10/2018,17:00:00,0,0,0,247,245,321,410,375,389,0,430,427,401,0,231,91,175,0
4/10/2018,17:30:00,0,0,0,247,245,321,410,375,389,0,430,427,401,0,231,91,175,0
4/10/2018,18:00:00,0,0,0,245.417,243.417,321,410,375,389,0,430,427,401,0,231,91,175,0
4/10/2018,18:30:00,0,0,0,242,240,321,410,375,389,0,430,427,401,0,231,91,175,0
4/10/2018,19:00:00,0,0,0,242,240,321.617,410,375,390.3,0,430,427,401,0,231,91,175,0
4/10/2018,19:30:00,0,0,0,242,240,322,410,379.083,391,0,427.933,427,401,0,231,91,175,0
4/10/2018,20:00:00,0,0,0,242,240,322,410,382,391,0,426,427,401,0,231,91,175,0
4/10/2018,20:30:00,0,0,0,242,240,322,410,382,391,0,426,427,401,0,231,91,175,0
4/10/2018,21:00:00,0,0,0,242,240,322,410,382,391,0,426,427.033,401,0,231,91,175,0
4/10/2018,21:30:00,0,0,0,242,240,322,410,382,391,0,426,429,401,0,231,91,175,0
4/10/2018,22:00:00,0,0,0,242,240,322,410,382,391,0,426,429,401,0,231,91,175,0
4/10/2018,22:30:00,0,0,0,242,240,322,410,382,391,0,426,429,401,0,231,91,175,0
4/10/2018,23:00:00,0,0,0,242,240,322,410,382,391,0,426,429,401,0,231,91,175,0
4/10/2018,23:30:00,0,0,0,242,240,322,410,382,391,0,426,429,401,0,231,91,175,0
5/10/2018,0:00:00,0,0,0,245.933,243.933,322,410,382,391,0,426,431.95,404.05,0,236.083,93.033,175,0
5/10/2018,0:30:00,0,0,0,246,244,322,410,383.75,391,0,426,432,404,0,236,93,175,0
5/10/2018,1:00:00,0,0,0,246,244,322,410,385,391,0,426,432,404,0,236,93,175,0
5/10/2018,1:30:00,0,0,0,246,244,322,410,385,391,0,426,432,404,0,236,93,175,0
5/10/2018,2:00:00,0,0,0,246,244,322,410,385,398.867,0,426,432,404,0,236,93,175,0
5/10/2018,2:30:00,0,0,0,246,244,322,410,385,399,0,426,432,404,0,236,93,175,0
5/10/2018,3:00:00,0,0,0,246,244,322,410,385,399,0,426,432,404,0,236,93,175,0
5/10/2018,3:30:00,0,0,0,246,244,322,410,385,399,0,426,432,404,0,236,93,175,0
5/10/2018,4:00:00,0,0,0,246,244,322,410,385,399,0,426,432,404,0,236,93,175,0
5/10/2018,4:30:00,0,0,0,246,244,322,410,385,399,0,426,432,404,0,236,93,175,0
5/10/2018,5:00:00,0,0,0,246,244,322,410,385,399,0,426,432,404,0,236,93,175,0
5/10/2018,5:30:00,0,0,0,246,244,328.15,410,385,401.6,0,426,432,404,0,236,93,175,0
5/10/2018,6:00:00,0,0,0,246,244,331,410,385,403,0,426,433.8,404,0,236,93,175,0
5/10/2018,6:30:00,0,0,0,246,244,331,410,385,403,0,426,436,404,0,236,93,175,0
5/10/2018,7:00:00,0,0,0,246,244,331,410,385,403,0,426,436,404,0,236,93,175,0
5/10/2018,7:30:00,0,0,0,246,244,331,410,385,403,0,426,436,404,0,236,93,175,0
5/10/2018,8:00:00,0,0,0,246,244,331,410,385,403,0,426,436,404,0,236,93,175,0
5/10/2018,8:30:00,0,0,0,246,244,331,410,385,403,0,426,436,404,0,236,93,175,0
5/10/2018,9:00:00,0,0,0,246,244,331,410,385.3,403,0,426,436,404,0,236,93,175,0
5/10/2018,9:30:00,0,0,0,246,244,331,410,387,403,0,426,436,404,0,236,93,175,0
5/10/2018,10:00:00,0,0,0,246,244,331,410,387,403,0,426,436,404,0,236,93,175,0
5/10/2018,10:30:00,0,0,0,246,244,331,410,387,403,0,426,436,404,0,236,93,175,0
5/10/2018,11:00:00,0,0,0,246,244,331,410,386.033,403,0,426,436,404,0,236,93,175,0
5/10/2018,11:30:00,0,0,0,246,244,331,410,385,399.2,0,426,436,404,0,236,93,175,0
5/10/2018,12:00:00,0,0,0,246,244,331,410,385,399,0,426,436,404,0,236,93,175,0
5/10/2018,12:30:00,0,0,0,246,244,331,410,385,399,0,426,436,404,0,236,93,175,0
5/10/2018,13:00:00,0,0,0,246,244,331,410,384.033,399,0,426,436,404,0,236,93,175,0
5/10/2018,13:30:00,0,0,0,246,244,331,410,383,399,0,426,436,404,0,236,93,175,0
5/10/2018,14:00:00,0,0,0,246,244,331,410,383,399,0,426,436,404,0,236,93,175,0
5/10/2018,14:30:00,0,0,0,246,244,331,410,383,399,0,426,436,404,0,236,93,175,0
5/10/2018,15:00:00,0,0,0,246,244,331,410,383,399,0,426,436,404,0,236,93,175,0
5/10/2018,15:30:00,0,0,0,246,244,331,410.417,383,399,0,426,436,404,0,236,93,175,0
5/10/2018,16:00:00,0,0,0,246,244,331,415,383,399,0,426,436,404,0,236,93,175,0
5/10/2018,16:30:00,0,0,0,246,244,331,415,382.95,399,0,426,436,404,0,236,93,175,0
5/10/2018,17:00:00,0,0,0,246,244,329.333,415,380,396.917,0,426,436,404,0,236,93,175,0
5/10/2018,17:30:00,0,0,0,246,244,327,415,380.85,394,0,426,436,404,0,236,93,175,0
5/10/2018,18:00:00,0,0,0,246,244,327.3,415,383,394.117,0,426,436,404,0,236,93,175,0
5/10/2018,18:30:00,0,0,0,246,244,329,415,383,395,0,427.533,436,404,0,236,93,175,0
5/10/2018,19:00:00,0,0,0,246,244,329,415,385.95,395,0,430,436,404,0,236,93,175,0
5/10/2018,19:30:00,0,0,0,246,244,329,415,386,396.767,0,430,436,404,0,236,93,175,0
5/10/2018,20:00:00,0,0,0,246,244,330.667,415,386,397.383,0,430,436,404,0,236,93,175,0
5/10/2018,20:30:00,0,0,0,246,244,333,415,386,398.083,0,430,436,404,0,236,93,175,0
5/10/2018,21:00:00,0,0,0,246,244,333,415,386,399.283,0,430,436,404,0,236,93,175,0
5/10/2018,21:30:00,0,0,0,246,244,333,415,386,400,0,430,436,404,0,236,93,175,0
5/10/2018,22:00:00,0,0,0,246,244,333,415,386,400,0,430,436,404,0,236,93,175,0
5/10/2018,22:30:00,0,0,0,246,244,333,415,386,400,0,430,436,404,0,236,93,175,0
5/10/2018,23:00:00,0,0,0,246,244,333,415,386.767,400,0,430,436.067,404,0,236,93,175,0
5/10/2018,23:30:00,0,0,0,246,244,332.95,415,388,400,0,430,440,404.017,0,236.05,93.017,175,0
6/10/2018,0:00:00,0,0,0,246,244,329.95,415,388,400,0,430,440,405.017,0,239.05,94.017,175,0
6/10/2018,0:30:00,0,0,0,246,244,330,415,388,400,0,430,440,405,0,239,94,175,0
6/10/2018,1:00:00,0,0,0,246,244,330,415,388,403.75,0,430,440,405,0,239,94,175,0
6/10/2018,1:30:00,0,0,0,246,244,330,415,388,405,0,430,440,405,0,239,94,175,0
6/10/2018,2:00:00,0,0,0,246,244,330,415,388,405,0,430,440,405,0,239,94,175,0
6/10/2018,2:30:00,0,0,0,246,244,330,414.917,388,405,0,430,440,405,0,239,94,175,0
6/10/2018,3:00:00,0,0,0,246,244,330,406.167,388,405,0,430,440,405,0,239,94,175,0
6/10/2018,3:30:00,0,0,0,246,244,330,177,388,405,0,430,440,405,0,239,94,175,0
6/10/2018,4:00:00,0,0,0,246,244,330,0,388,405,0,430,440,405,0,239,94,175,0
6/10/2018,4:30:00,0,0,0,246,244,330,0,388,405,0,430,440,405,0,239,94,175,0
6/10/2018,5:00:00,0,0,0,246,244,330,0,388,405,0,430,440,405,0,239,94,175,0
6/10/2018,5:30:00,0,0,0,246,244,330,0,388,405,0,430,440,405,0,239,94,175,0
6/10/2018,6:00:00,0,0,0,246,244,330,0,388,405,0,430,440,405,0,239,94,175,0
6/10/2018,6:30:00,0,0,0,246,244,330,0,389.3,405,0,430,443.4,405,0,239,94,175,0
6/10/2018,7:00:00,0,0,0,246,244,334.25,0,390,405,0,430,444,405,0,239,94,175,0
6/10/2018,7:30:00,0,0,0,246,244,335,0,390,405,0,431.55,444,405,0,239,94,175,0
6/10/2018,8:00:00,0,0,0,246,244,335,0,390,405,0,433,444,405,0,239,94,175,0
6/10/2018,8:30:00,0,0,0,246,244,335,0,390,405,0,433,444,405,0,239,94,175,0
6/10/2018,9:00:00,0,0,0,246,244,335,0,390,405,0,433,444,405,0,239,94,175,0
6/10/2018,9:30:00,0,0,0,246,244,335,0,390,405,0,433,444,405,0,239,94,175,0
6/10/2018,10:00:00,0,0,0,246,244,335,0,390,405,0,433,444,405,0,239,94,175,0
6/10/2018,10:30:00,0,0,0,246,244,335,0,388.1,405,0,433,444,405,0,239,94,175,0
6/10/2018,11:00:00,0,0,0,246,244,334.65,0,386.567,404.417,0,433,440.2,405,0,239,94,175,0
6/10/2018,11:30:00,0,0,0,246,244,332,0,386,400,0,433,440,405,0,239,94,175,0
6/10/2018,12:00:00,0,0,0,246,244,332,0,383.65,400,0,432.7,440,405,0,239,94,175,0
6/10/2018,12:30:00,0,0,0,246,244,332,0,383,400,0,427,440,405,0,239,94,175,0
6/10/2018,13:00:00,0,0,0,246,244,332,0,383,400,0,427,440,405,0,239,94,175,0
6/10/2018,13:30:00,0,0,0,246,244,332,0,383,400,0,427,439,405,0,239,94,175,0
6/10/2018,14:00:00,0,0,0,246,244,332,0,383,400,0,427,436,405,0,239,94,175,0
6/10/2018,14:30:00,0,0,0,246,244,331.3,0,383,398.083,0,427,436,405,0,239,94,175,0
6/10/2018,15:00:00,0,0,0,246,244,330,0,383,395,0,427,436,405,0,239,94,175,0
6/10/2018,15:30:00,0,0,0,246,244,330,0,383,395,0,427,436,405,0,239,94,175,0
6/10/2018,16:00:00,0,0,0,246,244,330,0,383,395,0,427,436,405,0,239,94,175,0
6/10/2018,16:30:00,0,0,0,246,244,330,0,383,395,0,427,436,405,0,239,94,175,0
6/10/2018,17:00:00,0,0,0,246,244,330,0,383,395,0,427,436,405,0,239,94,175,0
6/10/2018,17:30:00,0,0,0,246,244,330,0,383,395,0,427,436,405,0,239,94,175,0
6/10/2018,18:00:00,0,0,0,246,244,330,0,383,395,0,427,436,405,0,239,94,175,0
